Candidate,State,Office Type,Date,Partisan Lean,Primary %,Won,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,Endorsements,value,Progressive
Dotty Nygard,CA,Representative,6/5/18,0.6,1.9,No,White,No,No,No,No,No,No,No
Dotty Nygard,CA,Representative,6/5/18,0.6,1.9,No,White,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Dotty Nygard,CA,Representative,6/5/18,0.6,1.9,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
"Doug ""New Blue"" Smith",AL,Governor,6/5/18,-28.9,3.3,No,White,Yes,No,No,No,No,No,No
Doug Wilson,OH,Representative,5/8/18,-13.6,3.7,No,,No,No,Yes,No,No,No,No
Douglas Applegate,CA,Representative,6/5/18,1.4,25.8,No,White,Yes,No,No,No,Justice Dems Endorsed?,Yes,Yes
Douglas Applegate,CA,Representative,6/5/18,1.4,25.8,No,White,Yes,No,No,No,No,No,No
Douglas Applegate,CA,Representative,6/5/18,1.4,25.8,No,White,Yes,No,No,No,VoteVets Endorsed?,Yes,No
Douglas Carpenter,IN,Representative,5/8/18,-23.4,5.3,No,White,No,No,No,No,No,No,No
Drew Edmondson,OK,Governor,6/26/18,-38.2,61.4,Yes,White,Yes,No,Yes,No,No,No,No
DuWayne Gregory,NY,Representative,6/26/18,-8.3,41.6,No,Nonwhite,Yes,No,Yes,No,Guns Sense Candidate?,Yes,No
DuWayne Gregory,NY,Representative,6/26/18,-8.3,41.6,No,Nonwhite,Yes,No,Yes,No,WFP Endorsed?,Yes,No
DuWayne Gregory,NY,Representative,6/26/18,-8.3,41.6,No,Nonwhite,Yes,No,Yes,No,No,No,No
DuWayne Gregory,NY,Representative,6/26/18,-8.3,41.6,No,Nonwhite,Yes,No,Yes,No,VoteVets Endorsed?,Yes,No
Dylan Ratigan,NY,Representative,6/26/18,-11.4,11.9,No,,No,No,No,No,No,No,No
Ed Albertson,OH,Representative,5/8/18,-13.6,7.9,No,,Yes,No,No,No,No,No,No
Ed Andres,MO,Representative,8/7/18,-31.6,27.7,No,,No,No,No,No,No,No,No
Ed Meier,TX,Representative,3/6/18,-5.0,13.7,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Ed Meier,TX,Representative,3/6/18,-5.0,13.7,No,White,No,No,No,No,No,No,No
Eddie Mauro,IA,Representative,6/5/18,-4.1,26.4,No,White,No,No,No,Yes,No,No,No
Eddie Porter,OK,Representative,6/26/18,-17.2,10.6,No,,No,No,No,No,No,No,No
Eddie Sundquist,NY,Representative,6/26/18,-13.9,6.4,No,,No,Yes,No,No,No,No,No
Edward Kimbrough,TX,Senator,3/6/18,-13.2,14.5,No,Nonwhite,No,No,No,No,No,No,No
Edwin Santana,VA,Representative,6/12/18,-14.8,32.9,No,Nonwhite,Yes,No,No,No,Our Revolution Endorsed?,Yes,Yes
Edwin Santana,VA,Representative,6/12/18,-14.8,32.9,No,Nonwhite,Yes,No,No,No,No,No,No
Elaine DiMasi,NY,Representative,6/26/18,-11.6,5.9,No,,No,No,No,No,No,No,No
Elaine Luria,VA,Representative,6/12/18,-5.7,62.3,Yes,White,Yes,No,No,No,Guns Sense Candidate?,Yes,No
Elijah McIntosh,OK,Representative,6/26/18,-49.0,19.0,No,Nonwhite,Yes,No,No,No,No,No,No
Elissa Slotkin,MI,Representative,8/7/18,-8.3,70.9,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Ellen Lipton,MI,Representative,8/7/18,7.1,42.4,No,White,No,No,Yes,No,Emily Endorsed?,Yes,No
Ellen Lipton,MI,Representative,8/7/18,7.1,42.4,No,White,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Ellen Lipton,MI,Representative,8/7/18,7.1,42.4,No,White,No,No,Yes,No,No,No,No
Elliott McFadden,TX,Representative,3/6/18,-15.5,17.0,No,White,No,No,No,No,No,No,No
Elysabeth Britt,OK,Representative,6/26/18,-17.2,13.5,No,,Yes,Yes,No,No,No,No,No
Emily Martz,NY,Representative,6/26/18,-11.4,10.4,No,,No,No,No,No,No,No,No
Enrique Garcia,TX,Representative,3/6/18,35.4,5.3,No,Nonwhite,No,No,No,No,No,No,No
Eric Burnette,OR,Representative,5/15/18,-21.7,4.6,No,,No,No,No,No,WFP Endorsed?,Yes,No
Eric Burnette,OR,Representative,5/15/18,-21.7,4.6,No,,No,No,No,No,No,No,No
Eric Burnette,OR,Representative,5/15/18,-21.7,4.6,No,,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Eric Ding,PA,Representative,5/15/18,-10.9,18.0,No,Nonwhite,No,No,No,No,No,No,No
Eric Graben,SC,Representative,6/12/18,-28.3,25.7,No,White,No,No,No,No,No,No,No
Eric Holguin,TX,Representative,3/6/18,-25.8,23.3,Yes,Nonwhite,No,Yes,No,No,No,No,No
Eric Holguin,TX,Representative,3/6/18,-25.8,23.3,Yes,Nonwhite,No,Yes,No,No,Our Revolution Endorsed?,Yes,Yes
Eric Pfalzgraf,TX,Representative,3/6/18,-61.5,17.1,No,White,No,No,No,No,No,No,No
Eric Stoltz,NV,Representative,6/12/18,-3.1,7.2,No,,No,No,No,No,No,No,No
Erik Jones,IL,Representative,3/20/18,-6.7,22.4,No,White,No,No,No,No,No,No,No
Erik Lane,MD,Representative,6/26/18,-29.7,2.2,No,White,No,No,No,No,No,No,No
Erika Stotts Pearson,TN,Representative,8/2/18,-37.6,50.4,Yes,Nonwhite,No,No,No,No,No,No,No
Erin Collier,NY,Representative,6/26/18,-6.1,4.9,No,,No,No,No,No,Emily Endorsed?,Yes,No
Erin Collier,NY,Representative,6/26/18,-6.1,4.9,No,,No,No,No,No,No,No,No
Erin Collier,NY,Representative,6/26/18,-6.1,4.9,No,,No,No,No,No,Guns Sense Candidate?,Yes,No
Eshel Faraggi,IN,Representative,5/8/18,-15.6,7.6,No,Nonwhite,No,No,No,No,No,No,No
Ethan Pham,GA,Representative,5/22/18,-12.7,17.8,No,Nonwhite,No,No,No,No,No,No,No
Fayrouz Saad,MI,Representative,8/7/18,-7.2,19.5,No,Nonwhite,No,No,No,No,No,No,No
Fayrouz Saad,MI,Representative,8/7/18,-7.2,19.5,No,Nonwhite,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Flynn Broady Jr.,GA,Representative,5/22/18,-30.1,100.0,Yes,Nonwhite,Yes,No,No,No,No,No,No
Francys Johnson,GA,Representative,5/22/18,-17.6,52.9,Yes,Nonwhite,No,No,No,No,No,No,No
Frank Accavitti Jr.,MI,Representative,8/7/18,-29.6,32.0,No,White,No,No,Yes,No,No,No,No
Frank McNeill,NC,Representative,5/8/18,-16.4,56.1,Yes,White,No,No,No,No,No,No,No
Frank Svoboda,NE,Senator,5/15/18,-26.8,11.4,No,,Yes,No,Yes,No,No,No,No
Frankie Robbins,OK,Representative,6/26/18,-54.0,64.8,Yes,,No,No,No,No,No,No,No
Fred Gipson,OK,Representative,6/26/18,-39.1,30.4,No,,Yes,No,Yes,No,No,No,No
Fred Hubbell,IA,Governor,6/5/18,-8.1,55.4,Yes,White,No,No,No,Yes,No,No,No
Fred Wooden,MI,Representative,8/7/18,-11.4,31.8,No,White,No,No,No,No,No,No,No
Gareth Rhodes,NY,Representative,6/26/18,-6.1,17.8,No,,No,No,No,No,No,No,No
Gareth Rhodes,NY,Representative,6/26/18,-6.1,17.8,No,,No,No,No,No,Indivisible Endorsed?,Yes,No
Gary Davis,TN,Senator,8/2/18,-27.1,5.3,No,,No,No,No,No,No,No,No
Gary Wegman,PA,Representative,5/15/18,-32.0,31.3,No,White,No,No,No,No,No,No,No
Gavin Newsom,CA,Governor,6/5/18,25.8,53.9,Yes,White,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Geoff Young,KY,Representative,5/22/18,-17.4,1.6,No,White,No,No,No,No,No,No,No
George English,MD,Representative,6/26/18,11.9,1.1,No,White,No,No,No,No,No,No,No
George Franklin,MI,Representative,8/7/18,-9.2,28.1,No,White,No,No,No,No,No,No,No
George Franklin,MI,Representative,8/7/18,-9.2,28.1,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
George Ramsey,IA,Representative,6/5/18,-1.7,6.4,No,Nonwhite,Yes,No,No,No,No,No,No
George Rodriguez,TX,Representative,3/6/18,-5.0,7.6,No,Nonwhite,No,No,No,No,No,No,No
George Scott,PA,Representative,5/15/18,-10.9,36.3,Yes,White,Yes,No,No,No,No,No,No
George Thomas Holland,IN,Representative,5/8/18,-38.5,11.1,No,White,Yes,No,No,No,No,No,No
George Weber,IL,Representative,3/20/18,-8.0,5.0,No,White,No,No,No,No,No,No,No
Gerald Wong,NC,Representative,5/8/18,-16.7,22.8,No,Nonwhite,No,No,No,No,No,No,No
Gil Cisneros,CA,Representative,6/5/18,3.0,43.2,Yes,Nonwhite,Yes,No,No,Yes,Guns Sense Candidate?,Yes,No
Gil Cisneros,CA,Representative,6/5/18,3.0,43.2,Yes,Nonwhite,Yes,No,No,Yes,VoteVets Endorsed?,Yes,No
Gil Cisneros,CA,Representative,6/5/18,3.0,43.2,Yes,Nonwhite,Yes,No,No,Yes,No,No,No
Gil Cisneros,CA,Representative,6/5/18,3.0,43.2,Yes,Nonwhite,Yes,No,No,Yes,Party Support?,Yes,No
Gina Ortiz Jones,TX,Representative,3/6/18,-0.6,41.6,Yes,Nonwhite,Yes,Yes,No,No,Guns Sense Candidate?,No,No
Goutam Jois,NJ,Representative,6/5/18,-3.3,14.1,No,Nonwhite,No,No,No,No,No,No,No
Grady Yarbrough,TX,Governor,3/6/18,-13.2,5.4,No,Nonwhite,No,No,No,No,No,No,No
Grant Goodrich,OH,Representative,5/8/18,-17.0,28.1,No,,Yes,No,No,No,Guns Sense Candidate?,Yes,No
Grant Goodrich,OH,Representative,5/8/18,-17.0,28.1,No,,Yes,No,No,No,No,No,No
Grant Kier,MT,Representative,6/5/18,-21.4,24.2,No,,No,No,No,No,No,No,No
Grant Short,KY,Representative,5/22/18,-39.5,19.6,No,White,No,No,No,No,No,No,No
Grant Short,KY,Representative,5/22/18,-39.5,19.6,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Grayson Parker,NC,Representative,5/8/18,-19.0,33.0,No,White,No,No,No,No,No,No,No
Greg Edwards,PA,Representative,5/15/18,0.1,25.4,No,Nonwhite,No,No,No,No,WFP Endorsed?,Yes,No
Greg Edwards,PA,Representative,5/15/18,0.1,25.4,No,Nonwhite,No,No,No,No,No,No,No
Greg Edwards,PA,Representative,5/15/18,0.1,25.4,No,Nonwhite,No,No,No,No,PCCC Endorsed?,Yes,Yes
Greg Edwards,PA,Representative,5/15/18,0.1,25.4,No,Nonwhite,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Greg Sagan,TX,Representative,3/6/18,-65.2,100.0,Yes,White,Yes,No,No,No,No,No,No
Gregory Vitali,PA,Representative,5/15/18,25.5,9.4,No,White,No,No,Yes,No,No,No,No
Gretchen Driskell,MI,Representative,8/7/18,-16.1,85.2,Yes,White,No,No,Yes,No,Emily Endorsed?,Yes,No
Gretchen Driskell,MI,Representative,8/7/18,-16.1,85.2,Yes,White,No,No,Yes,No,Party Support?,Yes,No
Gretchen Driskell,MI,Representative,8/7/18,-16.1,85.2,Yes,White,No,No,Yes,No,No,No,No
Gretchen Whitmer,MI,Governor,8/7/18,-0.3,51.8,Yes,White,No,No,Yes,No,Guns Sense Candidate?,No,No
Guy Pinjuv,NV,Representative,6/12/18,-3.1,3.5,No,,No,No,No,No,No,No,No
Gwen Combs,AR,Representative,5/22/18,-13.5,20.3,No,White,Yes,No,No,No,No,No,No
Gwen Combs,AR,Representative,5/22/18,-13.5,20.3,No,White,Yes,No,No,No,Guns Sense Candidate?,Yes,No
Gwendolyn Fields,OK,Representative,6/26/18,-32.0,19.6,No,,No,No,No,No,No,No,No
H. P. Parvizian,TX,Representative,3/6/18,-16.3,7.9,No,Nonwhite,No,No,No,No,No,No,No
Haley Stevens,MI,Representative,8/7/18,-7.2,27.0,Yes,White,No,No,No,No,Guns Sense Candidate?,No,No
Hallie Thompson,MO,Representative,8/7/18,-35.7,48.1,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Hallie Thompson,MO,Representative,8/7/18,-35.7,48.1,No,White,No,No,No,No,No,No,No
Hank Linderman,KY,Representative,5/22/18,-39.5,30.0,Yes,White,No,No,No,No,No,No,No
Hans Keirstead,CA,Representative,6/5/18,-4.2,37.4,No,White,No,No,No,Yes,Guns Sense Candidate?,Yes,No
Hans Keirstead,CA,Representative,6/5/18,-4.2,37.4,No,White,No,No,No,Yes,No,No,No
Harley Rouda,CA,Representative,6/5/18,-4.2,37.6,Yes,White,No,No,No,Yes,Guns Sense Candidate?,Yes,No
Hayden Shamel,AR,Representative,5/22/18,-33.7,100.0,Yes,White,No,No,No,No,No,No,No
Hector Morales,TX,Representative,3/6/18,40.0,3.0,No,Nonwhite,No,No,No,No,No,No,No
Hector Morales,TX,Representative,3/6/18,40.0,3.0,No,Nonwhite,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Hector Morales,TX,Representative,3/6/18,40.0,3.0,No,Nonwhite,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Henry Martin,MO,Representative,8/7/18,-31.6,41.5,Yes,Nonwhite,Yes,No,No,No,No,No,No
Henry Thorns,NV,Governor,6/12/18,0.9,1.9,No,Nonwhite,No,No,No,No,No,No,No
Herbert Lee,CA,Representative,6/5/18,3.0,9.4,No,Nonwhite,No,No,No,Yes,No,No,No
Hiral Tipirneni,AZ,Representative,2/27/18,-24.6,60.2,Yes,Nonwhite,No,No,No,No,No,No,No
Hosea Cleveland,SC,Representative,6/12/18,-38.7,30.3,No,Nonwhite,Yes,No,No,No,No,No,No
Howard Sherman,MS,Senator,6/5/18,-18.8,31.8,No,White,No,No,No,No,No,No,No
Ian Conyers,MI,Representative,8/7/18,60.7,6.3,No,Nonwhite,No,No,Yes,No,No,No,No
Ian Golden,NY,Representative,6/26/18,-13.9,13.4,No,,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Ian Golden,NY,Representative,6/26/18,-13.9,13.4,No,,No,No,No,No,No,No,No
Ian Golden,NY,Representative,6/26/18,-13.9,13.4,No,,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Ivan Sanchez,TX,Representative,3/6/18,-6.8,5.7,No,Nonwhite,No,No,No,No,No,No,No
J.B. Pritzker,IL,Governor,3/20/18,14.5,45.1,Yes,White,No,No,No,Yes,Guns Sense Candidate?,No,No
J.D. Scholten,IA,Representative,6/5/18,-25.1,51.3,Yes,White,No,No,No,No,No,No,No
J.D. Scholten,IA,Representative,6/5/18,-25.1,51.3,Yes,White,No,No,No,No,WFP Endorsed?,Yes,No
J.D. Scholten,IA,Representative,6/5/18,-25.1,51.3,Yes,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
J.T. Davis,SC,Representative,6/12/18,-28.3,7.2,No,White,No,No,No,No,No,No,No
Jack Bergeson,KS,Governor,8/7/18,-23.4,2.6,No,White,No,No,No,No,No,No,No
Jack Love,NV,Representative,6/12/18,-3.1,5.8,No,,No,No,No,No,No,No,No
Jack Schofield Jr.,NV,Representative,6/12/18,-13.8,7.5,No,,No,No,No,No,No,No,No
Jackie Patton,OH,Representative,5/8/18,-13.6,13.6,No,,No,No,No,No,Guns Sense Candidate?,Yes,No
Jackie Patton,OH,Representative,5/8/18,-13.6,13.6,No,,No,No,No,No,No,No,No
Jacky Rosen,NV,Senator,6/12/18,0.9,77.1,Yes,,No,No,Yes,No,Guns Sense Candidate?,Yes,No
James C. Fields,AL,Governor,6/5/18,-28.9,8.0,No,Nonwhite,Yes,No,Yes,No,No,No,No
James Cargas,TX,Representative,3/6/18,-6.8,2.0,No,White,No,No,No,No,No,No,No
James Clark,TX,Governor,3/6/18,-13.2,2.2,No,White,No,No,No,No,No,No,No
James Jones,MD,Governor,6/26/18,23.8,1.5,No,Nonwhite,No,No,No,No,No,No,No
James Neu Jr.,OH,Representative,5/8/18,-23.8,26.7,No,,No,No,No,No,Guns Sense Candidate?,Yes,No
James Neu Jr.,OH,Representative,5/8/18,-23.8,26.7,No,,No,No,No,No,No,No,No
James Singer,UT,Representative,6/26/18,-35.2,100.0,Yes,Nonwhite,No,No,No,No,No,No,No
James Smith Jr.,SC,Governor,6/12/18,-15.8,61.8,Yes,White,Yes,No,No,No,VoteVets Endorsed?,Yes,No
James Smith Jr.,SC,Governor,6/12/18,-15.8,61.8,Yes,White,Yes,No,No,No,No,No,No
James Smith Jr.,SC,Governor,6/12/18,-15.8,61.8,Yes,White,Yes,No,No,No,Justice Dems Endorsed?,Yes,Yes
James Smith Jr.,SC,Governor,6/12/18,-15.8,61.8,Yes,White,Yes,No,No,No,Guns Sense Candidate?,Yes,No
James Thompson,KS,Representative,8/7/18,-29.3,65.3,Yes,White,Yes,No,No,No,No,No,No
James Thompson,KS,Representative,8/7/18,-29.3,65.3,Yes,White,Yes,No,No,No,Sanders Endorsed?,Yes,No
James Thompson,KS,Representative,8/7/18,-29.3,65.3,Yes,White,Yes,No,No,No,Justice Dems Endorsed?,Yes,Yes
James Thompson,KS,Representative,8/7/18,-29.3,65.3,Yes,White,Yes,No,No,No,Guns Sense Candidate?,Yes,No
James Thompson,KS,Representative,8/7/18,-29.3,65.3,Yes,White,Yes,No,No,No,Our Revolution Endorsed?,Yes,Yes
James Vandermaas,ID,Representative,5/15/18,-39.4,15.8,No,White,No,No,No,No,No,No,No
Jamie McLeod-Skinner,OR,Representative,5/15/18,-21.7,42.8,Yes,White,No,Yes,Yes,No,Indivisible Endorsed?,Yes,No
Jamie McLeod-Skinner,OR,Representative,5/15/18,-21.7,42.8,Yes,White,No,Yes,Yes,No,No,No,No
Jamie Schoolcraft,MO,Representative,8/7/18,-46.1,40.6,Yes,White,Yes,No,Yes,No,No,No,No
Jamie Schoolcraft,MO,Representative,8/7/18,-46.1,40.6,Yes,White,Yes,No,Yes,No,Justice Dems Endorsed?,Yes,Yes
Jamie Schoolcraft,MO,Representative,8/7/18,-46.1,40.6,Yes,White,Yes,No,Yes,No,Guns Sense Candidate?,Yes,No
Jan McDowell,TX,Representative,3/6/18,-12.8,52.5,Yes,White,No,No,No,No,No,No,No
Jan McDowell,TX,Representative,3/6/18,-12.8,52.5,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Jana Lynne Sanchez,TX,Representative,3/6/18,-16.0,36.9,Yes,Nonwhite,No,No,No,No,No,No,No
Jane Raybould,NE,Senator,5/15/18,-26.8,63.7,Yes,,No,No,Yes,No,No,No,No
Janet Everhard,OH,Representative,5/8/18,-17.4,34.4,No,,No,No,No,No,Guns Sense Candidate?,Yes,No
Janet Everhard,OH,Representative,5/8/18,-17.4,34.4,No,,No,No,No,No,No,No,No
Janet Garrett,OH,Representative,5/8/18,-31.2,83.8,Yes,,No,No,No,No,Guns Sense Candidate?,Yes,No
Janet Garrett,OH,Representative,5/8/18,-31.2,83.8,Yes,,No,No,No,No,No,No,No
Janet T. Mills,ME,Governor,6/12/18,3.5,33.1,Yes,White,No,No,Yes,No,No,No,No
Janet T. Mills,ME,Governor,6/12/18,3.5,33.1,Yes,White,No,No,Yes,No,Emily Endorsed?,Yes,No
Janice Hagerman,WV,Representative,5/8/18,-47.5,7.2,No,White,No,No,No,No,No,No,No
Jared Golden,ME,Representative,6/12/18,-8.1,46.4,Yes,,Yes,No,Yes,No,No,No,No
Jared Golden,ME,Representative,6/12/18,-8.1,46.4,Yes,,Yes,No,Yes,No,VoteVets Endorsed?,Yes,No
Jared Henderson,AR,Governor,5/22/18,-28.6,63.3,Yes,White,No,No,No,No,No,No,No
Jared Pettinato,MT,Representative,6/5/18,-21.4,2.2,No,,No,No,No,No,No,No,No
Jared Polis,CO,Governor,6/26/18,2.5,44.4,Yes,White,No,Yes,Yes,Yes,Guns Sense Candidate?,No,No
Jason Crow,CO,Representative,6/26/18,5.4,65.9,Yes,White,Yes,No,No,No,Guns Sense Candidate?,Yes,No
Jason Nichols,OK,Representative,6/26/18,-49.0,37.9,Yes,Nonwhite,No,No,Yes,No,No,No,No
Jason Rittereiser,WA,Representative,8/7/18,0.1,,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Jason Rittereiser,WA,Representative,8/7/18,0.1,,No,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Jason Rittereiser,WA,Representative,8/7/18,0.1,,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Jason Rittereiser,WA,Representative,8/7/18,0.1,,No,White,No,No,No,No,No,No,No
Jason Westin,TX,Representative,3/6/18,-6.8,19.2,No,White,No,No,No,No,No,No,No
Jay Hulings,TX,Representative,3/6/18,-0.6,15.0,No,Nonwhite,No,No,No,No,No,No,No
Jay Sidie,KS,Representative,8/7/18,-4.0,2.9,No,White,No,No,No,No,No,No,No
Jeannine Lee Lake,IN,Representative,5/8/18,-38.5,38.3,Yes,Nonwhite,No,No,No,No,No,No,No
Jeff Apodaca,NM,Governor,6/5/18,6.2,22.2,No,Nonwhite,No,No,No,Yes,No,No,No
Jeff Beals,NY,Representative,6/26/18,-6.1,13.2,No,,No,No,No,No,No,No,No
Jeff Beals,NY,Representative,6/26/18,-6.1,13.2,No,,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Jeff Van Drew,NJ,Representative,6/5/18,-4.0,55.4,Yes,White,No,No,Yes,No,No,No,No
Jeff Van Drew,NJ,Representative,6/5/18,-4.0,55.4,Yes,White,No,No,Yes,No,Party Support?,Yes,No
Jeffrey Payne,TX,Governor,3/6/18,-13.2,4.8,No,White,No,Yes,No,No,No,No,No
Jennie Lou Leeder,TX,Representative,3/6/18,-61.5,82.9,Yes,White,No,No,No,No,No,No,No
Jennifer Lewis,VA,Representative,6/12/18,-26.0,47.7,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Jennifer Lewis,VA,Representative,6/12/18,-26.0,47.7,Yes,White,No,No,No,No,No,No,No
Jennifer Lewis,VA,Representative,6/12/18,-26.0,47.7,Yes,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Jennifer Neahring,OR,Representative,5/15/18,-21.7,23.7,No,Nonwhite,No,No,No,No,No,No,No
Jennifer Wexton,VA,Representative,6/12/18,4.7,41.9,Yes,White,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Jennifer Zordani,IL,Representative,3/20/18,0.7,4.1,No,White,No,No,No,No,No,No,No
Jenny Marshall,NC,Representative,5/8/18,-19.3,45.6,No,White,No,No,No,No,No,No,No
Jenny Marshall,NC,Representative,5/8/18,-19.3,45.6,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Jenny Marshall,NC,Representative,5/8/18,-19.3,45.6,No,White,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Jenny Wilson,UT,Senator,6/26/18,-28.1,100.0,Yes,White,No,No,Yes,No,No,No,No
Jensen Bohren,MS,Senator,6/5/18,-18.8,3.2,No,,No,No,No,No,No,No,No
Jeramey Anderson,MS,Representative,6/5/18,-42.5,100.0,Yes,Nonwhite,No,No,Yes,No,No,No,No
Jeramey Anderson,MS,Representative,6/5/18,-42.5,100.0,Yes,Nonwhite,No,No,Yes,No,Indivisible Endorsed?,Yes,No
Jerome Tilghman,TX,Representative,3/6/18,35.4,3.0,No,Nonwhite,Yes,No,No,No,No,No,No
Jerone Garland,MS,Senator,6/5/18,-18.8,4.8,No,Nonwhite,No,No,No,No,No,No,No
Jerry Hilliard,MI,Representative,8/7/18,-23.1,66.4,Yes,White,No,No,No,No,No,No,No
Jess Phoenix,CA,Representative,6/5/18,2.0,13.2,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Jess Phoenix,CA,Representative,6/5/18,2.0,13.2,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Jess Phoenix,CA,Representative,6/5/18,2.0,13.2,No,White,No,No,No,No,No,No,No
Jesse Colvin,MD,Representative,6/26/18,-29.7,38.0,Yes,White,Yes,No,No,No,Guns Sense Candidate?,Yes,No
Jesse Colvin,MD,Representative,6/26/18,-29.7,38.0,Yes,White,Yes,No,No,No,VoteVets Endorsed?,Yes,No
Jesse Colvin,MD,Representative,6/26/18,-29.7,38.0,Yes,White,Yes,No,No,No,No,No,No
Jesse Hurley,NV,Representative,6/12/18,-13.8,8.0,No,,No,No,No,No,No,No,No
Jesse Sbaih,NV,Senator,6/12/18,0.9,3.2,No,Nonwhite,No,No,No,Yes,Our Revolution Endorsed?,Yes,Yes
Jesse Sbaih,NV,Senator,6/12/18,0.9,3.2,No,Nonwhite,No,No,No,Yes,No,No,No
Jessica Holcombe,CA,Representative,6/5/18,-21.4,28.5,No,White,No,No,No,No,No,No,No
Jessica King,PA,Representative,5/15/18,-27.5,100.0,Yes,White,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Jessica King,PA,Representative,5/15/18,-27.5,100.0,Yes,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Jessica King,PA,Representative,5/15/18,-27.5,100.0,Yes,White,No,No,No,No,WFP Endorsed?,Yes,No
Jessica King,PA,Representative,5/15/18,-27.5,100.0,Yes,White,No,No,No,No,No,No,No
Jessica McClure,NE,Representative,5/15/18,-22.7,66.1,Yes,,No,No,No,No,No,No,No
Jessica McClure,NE,Representative,5/15/18,-22.7,66.1,Yes,,No,No,No,No,Guns Sense Candidate?,Yes,No
Jessica Morse,CA,Representative,6/5/18,-18.2,49.1,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Jessica Morse,CA,Representative,6/5/18,-18.2,49.1,Yes,White,No,No,No,No,No,No,No
Jessica Morse,CA,Representative,6/5/18,-18.2,49.1,Yes,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Jesus Garcia,IL,Representative,3/20/18,65.1,66.2,Yes,Nonwhite,No,No,Yes,No,Our Revolution Endorsed?,Yes,Yes
Jesus Garcia,IL,Representative,3/20/18,65.1,66.2,Yes,Nonwhite,No,No,Yes,No,No,No,No
Jill Schiller,OH,Representative,5/8/18,-17.4,54.2,Yes,,No,No,No,No,No,No,No
Jill Schiller,OH,Representative,5/8/18,-17.4,54.2,Yes,,No,No,No,No,Guns Sense Candidate?,Yes,No
Jim Crary,OR,Representative,5/15/18,-21.7,11.4,No,,Yes,No,No,No,No,No,No
Jim Gray,KY,Representative,5/22/18,-17.4,40.5,No,White,No,Yes,Yes,No,No,No,No
Jim Keady,NJ,Representative,6/5/18,-16.0,42.8,No,White,No,No,Yes,No,No,No,No
Jim Keady,NJ,Representative,6/5/18,-16.0,42.8,No,White,No,No,Yes,No,WFP Endorsed?,Yes,No
Jim Keady,NJ,Representative,6/5/18,-16.0,42.8,No,White,No,No,Yes,No,Our Revolution Endorsed?,Yes,Yes
Jim Pruett,IN,Representative,5/8/18,-38.5,25.8,No,White,No,No,No,No,No,No,No
Jim Shea (Maryland),MD,Governor,6/26/18,23.8,8.3,No,White,No,No,No,Yes,Guns Sense Candidate?,Yes,No
Jim Shea (Maryland),MD,Governor,6/26/18,23.8,8.3,No,White,No,No,No,Yes,No,No,No
Jim Walz,IL,Representative,3/20/18,-8.0,10.0,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Jim Walz,IL,Representative,3/20/18,-8.0,10.0,No,White,No,No,No,No,No,No,No
Jimmy Darnell Jones,TX,Representative,3/6/18,-16.3,22.1,No,Nonwhite,Yes,No,No,No,Justice Dems Endorsed?,Yes,Yes
Jimmy Darnell Jones,TX,Representative,3/6/18,-16.3,22.1,No,Nonwhite,Yes,No,No,No,No,No,No
Joe Cunningham,SC,Representative,6/12/18,-16.9,71.5,Yes,White,No,No,No,No,No,No,No
Joe Hoeffel,PA,Representative,5/15/18,15.3,11.0,No,White,No,No,Yes,No,No,No,No
