Candidate,State,Office Type,Date,Partisan Lean,Primary %,Won,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,Endorsements,value,Progressive
Mark Washburne,NJ,Representative,6/5/18,-4.7,3.4,No,,No,No,No,No,No,No,No
Mark Williams,CO,Representative,6/26/18,18.0,34.2,No,Nonwhite,Yes,No,No,No,No,No,No
Martin Brook,MI,Representative,8/7/18,7.1,5.1,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Martin Brook,MI,Representative,8/7/18,7.1,5.1,No,White,No,No,No,No,No,No,No
Martin Hash,WA,Representative,8/7/18,-8.5,,No,White,No,No,No,No,No,No,No
Martin Olsen,TN,Representative,8/2/18,-57.0,100.0,Yes,White,No,No,No,No,No,No,No
Marty Walters,CA,Representative,6/5/18,-21.4,20.5,No,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Marty Walters,CA,Representative,6/5/18,-21.4,20.5,No,White,No,No,No,No,No,No,No
Mary Brannon,OK,Representative,6/26/18,-39.1,34.4,Yes,,No,No,No,No,No,No,No
Mary Gay Scanlon,PA,Representative,5/15/18,25.5,28.4,Yes,White,No,No,Yes,No,No,No,No
Mary Geren,SC,Representative,6/12/18,-38.7,69.7,Yes,White,No,No,No,No,No,No,No
Mary Geren,SC,Representative,6/12/18,-38.7,69.7,Yes,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Mary Helen Barro,CA,Representative,6/5/18,-25.4,18.2,No,Nonwhite,No,No,No,No,No,No,No
Mary Pallant,CA,Representative,6/5/18,2.0,5.5,No,White,No,No,No,No,No,No,No
Mary Wilson,TX,Representative,3/6/18,-15.5,30.9,No,White,No,Yes,No,No,Justice Dems Endorsed?,Yes,Yes
Mary Wilson,TX,Representative,3/6/18,-15.5,30.9,No,White,No,Yes,No,No,No,No,No
Mary Wilson,TX,Representative,3/6/18,-15.5,30.9,No,White,No,Yes,No,No,Guns Sense Candidate?,Yes,No
Matt Brolley,IL,Representative,3/20/18,-8.0,13.4,No,White,No,No,Yes,No,No,No,No
Matt Harris,TX,Representative,3/6/18,-14.4,7.3,No,White,No,No,No,No,No,No,No
Matt Longjohn,MI,Representative,8/7/18,-9.2,37.3,Yes,White,No,No,No,No,No,No,No
Matt Longjohn,MI,Representative,8/7/18,-9.2,37.3,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Matt Reel,TN,Representative,8/2/18,-40.2,37.9,No,White,Yes,No,No,No,No,No,No
Matthew Guyette,OH,Representative,5/8/18,-34.8,13.6,No,,No,Yes,No,No,No,No,No
Max Della Pia,NY,Representative,6/26/18,-13.9,32.4,No,,Yes,No,No,No,No,No,No
Max Rose,NY,Representative,6/26/18,-8.8,62.7,Yes,,Yes,No,No,No,No,No,No
Max Rose,NY,Representative,6/26/18,-8.8,62.7,Yes,,Yes,No,No,No,WFP Endorsed?,Yes,No
Max Rose,NY,Representative,6/26/18,-8.8,62.7,Yes,,Yes,No,No,No,Party Support?,Yes,No
Max Rose,NY,Representative,6/26/18,-8.8,62.7,Yes,,Yes,No,No,No,VoteVets Endorsed?,Yes,No
Medrick Yhap,TX,Representative,3/6/18,-20.7,3.8,No,Nonwhite,No,No,No,No,No,No,No
Mel Hall,IN,Representative,5/8/18,-23.4,41.7,Yes,White,No,No,No,Yes,No,No,No
Melissa Davis,GA,Representative,5/22/18,-12.7,13.7,No,Nonwhite,No,No,No,No,No,No,No
Merrilee Wineinger,TN,Representative,8/2/18,-49.1,22.1,No,White,No,No,No,No,No,No,No
Merrilee Wineinger,TN,Representative,8/2/18,-49.1,22.1,No,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Mezianne Vale Payne,TN,Governor,8/2/18,-27.1,5.4,No,White,No,No,No,No,No,No,No
Michael Aycox,MS,Representative,6/5/18,-26.1,30.7,No,,Yes,Yes,No,No,No,No,No
Michael Brown,MD,Representative,6/26/18,-29.7,15.0,No,,No,No,No,No,No,No,No
Michael Byrne,OR,Representative,5/15/18,-21.7,4.3,No,,No,No,No,No,No,No,No
Michael DeVito Jr.,NY,Representative,6/26/18,-8.8,18.4,No,Nonwhite,Yes,No,No,No,No,No,No
Michael Eggman,CA,Representative,6/5/18,0.6,21.3,No,White,No,No,No,No,No,No,No
Michael Evans,MS,Representative,6/5/18,-26.1,69.3,Yes,,No,No,Yes,No,No,No,No
Michael Johnston,CO,Governor,6/26/18,2.5,23.6,No,White,No,No,Yes,No,No,No,No
Michael Kotick,CA,Representative,6/5/18,-4.2,3.3,No,White,No,No,No,No,No,No,No
Michael McCarthy (Michigan),MI,Representative,8/7/18,-29.6,26.9,No,,No,No,No,No,No,No,No
Michael Milisits,OH,Representative,5/8/18,-8.5,7.4,No,,No,No,No,No,No,No,No
Michael Pullen,MD,Representative,6/26/18,-29.7,12.9,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Michael Pullen,MD,Representative,6/26/18,-29.7,12.9,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Michael Pullen,MD,Representative,6/26/18,-29.7,12.9,No,White,No,No,No,No,No,No,No
Michael Shellenberger,CA,Governor,6/5/18,25.8,0.7,No,White,No,No,No,No,No,No,No
Michael Smith,ID,Representative,5/15/18,-39.4,14.5,No,White,Yes,No,No,No,No,No,No
Michael Weiss,NV,Representative,6/12/18,-3.1,8.2,No,,No,No,No,No,No,No,No
Michelle Lujan Grisham,NM,Governor,6/5/18,6.2,66.4,Yes,Nonwhite,No,No,Yes,No,Guns Sense Candidate?,No,No
Miguel Levario,TX,Representative,3/6/18,-51.4,100.0,Yes,Nonwhite,No,No,No,No,No,No,No
Mike Barkley,CA,Representative,6/5/18,0.6,5.0,No,White,Yes,No,No,No,No,No,No
Mike Clark,TX,Representative,3/6/18,-17.4,11.2,No,White,No,No,No,No,No,No,No
Mike Levin,CA,Representative,6/5/18,1.4,34.4,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Mike McCamon,KS,Representative,8/7/18,-4.0,6.9,No,White,No,No,No,No,No,No,No
Mike Siegel,TX,Representative,3/6/18,-14.4,40.0,Yes,White,No,No,No,No,No,No,No
Mike Siegel,TX,Representative,3/6/18,-14.4,40.0,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Mike Siegel,TX,Representative,3/6/18,-14.4,40.0,Yes,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Mikie Sherrill,NJ,Representative,6/5/18,-4.7,77.5,Yes,,Yes,No,No,No,Guns Sense Candidate?,Yes,No
Mitchell Cobert,NJ,Representative,6/5/18,-4.7,1.9,No,,No,No,No,No,No,No,No
Molly Sheehan,PA,Representative,5/15/18,25.5,10.2,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Molly Sheehan,PA,Representative,5/15/18,25.5,10.2,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Molly Sheehan,PA,Representative,5/15/18,25.5,10.2,No,White,No,No,No,No,No,No,No
Murray Thibodeaux,OK,Representative,6/26/18,-54.0,35.2,No,,No,No,No,No,No,No,No
Nadia Hashimi,MD,Representative,6/26/18,11.9,10.4,No,Nonwhite,No,No,No,No,Guns Sense Candidate?,Yes,No
Nadia Hashimi,MD,Representative,6/26/18,11.9,10.4,No,Nonwhite,No,No,No,No,No,No,No
Nancy Skinner,MI,Representative,8/7/18,-7.2,10.4,No,White,No,No,No,No,No,No,No
Nate Boulton,IA,Governor,6/5/18,-8.1,5.0,No,White,No,No,Yes,No,No,No,No
Nate McMurray,NY,Representative,6/26/18,-24.0,100.0,Yes,White,No,No,Yes,No,No,No,No
Nate McMurray,NY,Representative,6/26/18,-24.0,100.0,Yes,White,No,No,Yes,No,WFP Endorsed?,Yes,No
Nathan Kleinman,NJ,Representative,6/5/18,-4.0,8.6,No,,No,No,No,No,No,No,No
Neill Mohammad,IL,Representative,3/20/18,-17.4,27.2,No,Nonwhite,No,No,No,No,No,No,No
Norma Chavez,TX,Representative,3/6/18,35.4,6.7,No,Nonwhite,No,No,Yes,No,No,No,No
Norman Quintero,CA,Representative,6/5/18,-15.3,24.0,No,Nonwhite,No,No,No,No,No,No,No
Omar Siddiqui,CA,Representative,6/5/18,-4.2,10.8,No,Nonwhite,No,No,No,Yes,Guns Sense Candidate?,Yes,No
Omar Siddiqui,CA,Representative,6/5/18,-4.2,10.8,No,Nonwhite,No,No,No,Yes,No,No,No
Omar Vaid,NY,Representative,6/26/18,-8.8,8.4,No,Nonwhite,No,No,No,No,No,No,No
Omeria Scott,MS,Senator,6/5/18,-18.8,24.2,No,Nonwhite,No,No,Yes,No,No,No,No
Pat Hackett,IN,Representative,5/8/18,-23.4,28.2,No,White,No,Yes,No,No,No,No,No
Pat Ryan,NY,Representative,6/26/18,-6.1,17.7,No,,Yes,No,No,No,Indivisible Endorsed?,Yes,No
Pat Ryan,NY,Representative,6/26/18,-6.1,17.7,No,,Yes,No,No,No,No,No,No
Pat Ryan,NY,Representative,6/26/18,-6.1,17.7,No,,Yes,No,No,No,VoteVets Endorsed?,Yes,No
Patricia Spearman,NV,Representative,6/12/18,3.8,15.2,No,Nonwhite,Yes,Yes,Yes,No,No,No,No
Patricia Spearman,NV,Representative,6/12/18,3.8,15.2,No,Nonwhite,Yes,Yes,Yes,No,Guns Sense Candidate?,Yes,No
Patricia Spearman,NV,Representative,6/12/18,3.8,15.2,No,Nonwhite,Yes,Yes,Yes,No,VoteVets Endorsed?,Yes,No
Patrick Davis,NM,Representative,6/5/18,13.8,3.8,No,White,No,Yes,Yes,No,Guns Sense Candidate?,Yes,No
Patrick Davis,NM,Representative,6/5/18,13.8,3.8,No,White,No,Yes,Yes,No,No,No,No
Patrick Fogarty,NV,Representative,6/12/18,-13.8,23.8,No,,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Patrick Fogarty,NV,Representative,6/12/18,-13.8,23.8,No,,No,No,No,No,No,No,No
Patrick Fogarty,NV,Representative,6/12/18,-13.8,23.8,No,,No,No,No,No,Guns Sense Candidate?,Yes,No
Patrick Malloy,CA,Representative,6/5/18,-19.5,16.1,No,White,No,No,No,No,No,No,No
Patrick Nelson,NY,Representative,6/26/18,-11.4,9.1,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Patrick Nelson,NY,Representative,6/26/18,-11.4,9.1,No,White,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Patrick Nelson,NY,Representative,6/26/18,-11.4,9.1,No,White,No,No,No,No,No,No,No
Patrick Nelson,NY,Representative,6/26/18,-11.4,9.1,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Patrick Pikus,OH,Representative,5/8/18,-27.2,19.8,No,,No,No,No,No,No,No,No
Patti Piatt,KY,Representative,5/22/18,-36.6,37.5,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Patti Piatt,KY,Representative,5/22/18,-36.6,37.5,No,White,No,No,No,No,No,No,No
Paul Davis,KS,Representative,8/7/18,-19.7,100.0,Yes,White,No,No,Yes,No,No,No,No
Paul Kerr,CA,Representative,6/5/18,1.4,8.8,No,White,Yes,No,No,Yes,No,No,No
Paul Moya,NM,Representative,6/5/18,13.8,5.9,No,Nonwhite,No,No,No,No,No,No,No
Paul Pelletier,VA,Representative,6/12/18,4.7,3.8,No,White,No,No,No,No,No,No,No
Paul Pelletier,VA,Representative,6/12/18,4.7,3.8,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Paul Ray,OH,Governor,5/8/18,-7.9,1.4,No,,No,No,No,No,No,No,No
Paul Spencer,AR,Representative,5/22/18,-13.5,12.6,No,White,No,No,No,No,No,No,No
Paul Sperling,NY,Representative,6/26/18,-8.8,2.3,No,,No,No,No,No,No,No,No
Paul Theobald,NE,Representative,5/15/18,-54.3,100.0,Yes,,No,No,No,No,No,No,No
Paul Walker,KY,Representative,5/22/18,-47.5,74.6,Yes,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Paul Walker,KY,Representative,5/22/18,-47.5,74.6,Yes,White,No,No,No,No,No,No,No
Paul Walker,KY,Representative,5/22/18,-47.5,74.6,Yes,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Paulette E. Jordan,ID,Governor,5/15/18,-34.3,58.4,Yes,Nonwhite,No,No,Yes,No,No,No,No
Paulette E. Jordan,ID,Governor,5/15/18,-34.3,58.4,Yes,Nonwhite,No,No,Yes,No,Indivisible Endorsed?,Yes,No
Paulette E. Jordan,ID,Governor,5/15/18,-34.3,58.4,Yes,Nonwhite,No,No,Yes,No,Our Revolution Endorsed?,Yes,Yes
Pedro Valencia,TX,Representative,3/6/18,40.0,1.0,No,Nonwhite,No,No,No,No,No,No,No
Perry Gershon,NY,Representative,6/26/18,-11.6,35.5,Yes,,No,No,No,Yes,No,No,No
Pete D'Alessandro,IA,Representative,6/5/18,-4.1,15.6,No,White,No,No,No,No,No,No,No
Pete D'Alessandro,IA,Representative,6/5/18,-4.1,15.6,No,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Peter Dill,ID,Governor,5/15/18,-34.3,1.4,No,White,No,No,No,No,No,No,No
Peter Heffernan,TN,Representative,8/2/18,-49.1,8.4,No,,No,No,No,No,No,No,No
Peter Jacob,NJ,Representative,6/5/18,-3.3,19.1,No,Nonwhite,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Peter Jacob,NJ,Representative,6/5/18,-3.3,19.1,No,Nonwhite,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Peter Jacob,NJ,Representative,6/5/18,-3.3,19.1,No,Nonwhite,No,No,No,No,No,No,No
Peter Joffrion,AL,Representative,6/5/18,-34.8,100.0,Yes,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Peter Joffrion,AL,Representative,6/5/18,-34.8,100.0,Yes,White,No,No,No,No,No,No,No
Peter Rickards,ID,Representative,5/15/18,-28.8,32.4,No,White,No,No,No,No,No,No,No
Peter Volosin,VA,Representative,6/12/18,-26.0,27.2,No,White,No,Yes,No,No,No,No,No
Phil Black,SC,Representative,6/12/18,-20.7,18.4,No,White,No,No,No,No,No,No,No
Phil Bredesen,TN,Senator,8/2/18,-27.1,91.5,Yes,White,No,No,Yes,Yes,No,No,No
Phil Noble,SC,Governor,6/12/18,-15.8,10.6,No,White,No,No,No,No,No,No,No
Phillip Price,NC,Representative,5/8/18,-29.6,40.6,Yes,White,No,No,No,No,No,No,No
Phillip Price,NC,Representative,5/8/18,-29.6,40.6,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Rachel Barnhart,NY,Representative,6/26/18,14.6,19.8,No,,No,No,No,No,Guns Sense Candidate?,Yes,No
Rachel Barnhart,NY,Representative,6/26/18,14.6,19.8,No,,No,No,No,No,No,No,No
Rachel Payne,CA,Representative,6/5/18,-4.2,4.5,No,White,No,No,No,No,Emily Endorsed?,Yes,No
Rachel Payne,CA,Representative,6/5/18,-4.2,4.5,No,White,No,No,No,No,No,No,No
Rachel Reddick,PA,Representative,5/15/18,-0.6,35.3,No,White,Yes,No,No,No,Guns Sense Candidate?,Yes,No
Rachel Reddick,PA,Representative,5/15/18,-0.6,35.3,No,White,Yes,No,No,No,No,No,No
Rachel Reddick,PA,Representative,5/15/18,-0.6,35.3,No,White,Yes,No,No,No,VoteVets Endorsed?,Yes,No
Rachel Reddick,PA,Representative,5/15/18,-0.6,35.3,No,White,Yes,No,No,No,Emily Endorsed?,Yes,No
Radhakrishna Mohan,NY,Representative,6/26/18,-8.8,3.8,No,Nonwhite,No,No,No,No,No,No,No
Ralph Baxter,WV,Representative,5/8/18,-40.4,38.1,No,White,No,No,No,No,No,No,No
Ralph Jaffe,MD,Governor,6/26/18,23.8,1.6,No,White,No,No,No,No,No,No,No
Randy Wadkins,MS,Representative,6/5/18,-33.5,100.0,Yes,,No,No,No,No,No,No,No
Rane Eir Olivia Sessions,KY,Representative,5/22/18,-39.5,21.7,No,White,Yes,No,No,No,No,No,No
Rashida Tlaib,MI,Representative,8/7/18,60.7,33.2,Yes,Nonwhite,No,No,Yes,No,PCCC Endorsed?,Yes,Yes
Rashida Tlaib,MI,Representative,8/7/18,60.7,35.9,No,Nonwhite,No,No,Yes,No,Justice Dems Endorsed?,Yes,Yes
Rashida Tlaib,MI,Representative,8/7/18,60.7,35.9,No,Nonwhite,No,No,Yes,No,No,No,No
Rashida Tlaib,MI,Representative,8/7/18,60.7,35.9,No,Nonwhite,No,No,Yes,No,Our Revolution Endorsed?,Yes,Yes
Raul (Roy) Barrera,TX,Representative,3/6/18,-25.8,41.2,No,Nonwhite,No,No,No,No,No,No,No
Raz Mason,OR,Representative,5/15/18,-21.7,5.3,No,,Yes,No,No,No,No,No,No
Reggie Thomas,KY,Representative,5/22/18,-17.4,7.2,No,Nonwhite,No,No,Yes,No,No,No,No
Regina Bateson,CA,Representative,6/5/18,-18.2,30.1,No,White,No,No,No,No,No,No,No
Regina Bateson,CA,Representative,6/5/18,-18.2,30.1,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Renee Hoagenson,MO,Representative,8/7/18,-35.7,51.9,Yes,White,No,No,No,No,No,No,No
Renee Hoyos,TN,Representative,8/2/18,-38.2,72.4,Yes,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Renee Hoyos,TN,Representative,8/2/18,-38.2,72.4,Yes,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Renee Hoyos,TN,Representative,8/2/18,-38.2,72.4,Yes,White,No,No,No,No,No,No,No
Renee Hoyos,TN,Representative,8/2/18,-38.2,72.4,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Ricardo Franco,CA,Representative,6/5/18,-13.4,8.9,No,Nonwhite,No,No,No,No,No,No,No
Rich Eichholz,MI,Representative,8/7/18,-9.2,13.0,No,White,No,No,No,No,No,No,No
Rich Eichholz,MI,Representative,8/7/18,-9.2,13.0,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Richard Cordray,OH,Governor,5/8/18,-7.9,62.2,Yes,White,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Richard Cordray,OH,Governor,5/8/18,-7.9,62.2,Yes,White,No,No,Yes,No,No,No,No
Richard Dien Winfield,GA,Representative,5/22/18,-28.2,23.3,No,White,No,No,No,No,No,No,No
Richard Gonzalez,IL,Representative,3/20/18,65.1,11.9,No,Nonwhite,No,No,No,No,No,No,No
Richard Hart,NV,Representative,6/12/18,-3.1,4.8,No,,No,No,No,No,No,No,No
Richard Lazer,PA,Representative,5/15/18,25.5,15.0,No,,No,No,No,No,No,No,No
Richard Madaleno,MD,Governor,6/26/18,23.8,5.8,No,White,No,Yes,Yes,No,Guns Sense Candidate?,Yes,No
Richard Madaleno,MD,Governor,6/26/18,23.8,5.8,No,White,No,Yes,Yes,No,No,No,No
Richard Ojeda,WV,Representative,5/8/18,-47.5,52.2,Yes,Nonwhite,Yes,No,Yes,No,WFP Endorsed?,Yes,No
Richard Ojeda,WV,Representative,5/8/18,-47.5,52.2,Yes,Nonwhite,Yes,No,Yes,No,VoteVets Endorsed?,Yes,No
Richard Ojeda,WV,Representative,5/8/18,-47.5,52.2,Yes,Nonwhite,Yes,No,Yes,No,No,No,No
Rick Daugherty,PA,Representative,5/15/18,0.1,3.9,No,White,No,No,No,No,No,No,No
Rick Kennedy,TX,Representative,3/6/18,-21.3,63.4,Yes,White,No,No,No,No,No,No,No
Rick Neal,OH,Representative,5/8/18,-15.5,63.5,Yes,,No,Yes,No,No,Guns Sense Candidate?,Yes,No
Rick Neal,OH,Representative,5/8/18,-15.5,63.5,Yes,,No,Yes,No,No,No,No,No
Rick Neighbors,AL,Representative,6/5/18,-62.5,45.9,No,White,Yes,No,No,No,No,No,No
Rick Shepherd,NV,Representative,6/12/18,-13.8,21.3,No,,No,No,No,No,Guns Sense Candidate?,Yes,No
Rick Shepherd,NV,Representative,6/12/18,-13.8,21.3,No,,No,No,No,No,No,No,No
Rick Trevi̱o,TX,Representative,3/6/18,-0.6,17.4,No,Nonwhite,No,No,No,No,No,No,No
Rick Trevi̱o,TX,Representative,3/6/18,-0.6,17.4,No,Nonwhite,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Rick Trevi̱o,TX,Representative,3/6/18,-0.6,17.4,No,Nonwhite,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Rita Ramirez,CA,Representative,6/5/18,-17.3,27.7,No,Nonwhite,No,No,No,No,No,No,No
Rob Chatlos,IN,Representative,5/8/18,-26.8,2.9,No,White,No,No,No,No,No,No,No
Rob Davidson,MI,Representative,8/7/18,-19.0,100.0,Yes,White,No,No,No,No,No,No,No
Rob Davidson,MI,Representative,8/7/18,-19.0,100.0,Yes,White,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Rob Davidson,MI,Representative,8/7/18,-19.0,100.0,Yes,White,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Rob Davidson,MI,Representative,8/7/18,-19.0,100.0,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Rob Davidson,MI,Representative,8/7/18,-19.0,100.0,Yes,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Rob Jarvis,OH,Representative,5/8/18,-15.5,36.5,No,,No,No,No,No,No,No,No
Robert Davidson Griffis,CA,Governor,6/5/18,25.8,0.3,No,White,No,No,No,No,No,No,No
Robert Hazel,MO,Representative,8/7/18,-14.2,4.0,No,White,No,No,No,No,No,No,No
Robert Ingham,GA,Representative,5/22/18,-17.6,31.2,No,White,No,No,No,No,No,No,No
Robert Kennedy Jr.,AL,Representative,6/5/18,-30.7,80.8,Yes,Nonwhite,Yes,No,No,No,No,No,No
Robert Klepinger,OH,Representative,5/8/18,-8.5,25.6,No,,No,No,No,No,No,No,No
Robert Lawton,CA,Representative,6/5/18,-18.2,5.2,No,White,No,No,No,No,No,No,No
Robert Marshall,IL,Governor,3/20/18,14.5,1.1,No,White,Yes,No,No,No,No,No,No
Robert Multari,PA,Representative,5/15/18,-18.7,15.1,No,,No,No,No,No,No,No,No
Robert Solomon,PA,Representative,5/15/18,-28.7,19.0,No,White,No,No,No,No,No,No,No
Robert Williams,SC,Representative,6/12/18,-19.2,41.3,Yes,Nonwhite,Yes,No,Yes,No,No,No,No
Robin Wilt,NY,Representative,6/26/18,14.6,17.4,No,Nonwhite,No,No,Yes,No,Our Revolution Endorsed?,Yes,Yes
Robin Wilt,NY,Representative,6/26/18,14.6,17.4,No,Nonwhite,No,No,Yes,No,No,No,No
Robin Wilt,NY,Representative,6/26/18,14.6,17.4,No,Nonwhite,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Roel Garcia,TX,Representative,3/6/18,40.0,6.6,No,Nonwhite,No,No,No,No,No,No,No
Roger Day,IN,Representative,5/8/18,-34.1,12.4,No,White,No,No,No,No,No,No,No
Roger Manno,MD,Representative,6/26/18,11.9,10.3,No,White,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Roger Manno,MD,Representative,6/26/18,11.9,10.3,No,White,No,No,Yes,No,WFP Endorsed?,Yes,No
Roger Manno,MD,Representative,6/26/18,11.9,10.3,No,White,No,No,Yes,No,Justice Dems Endorsed?,Yes,Yes
Roger Manno,MD,Representative,6/26/18,11.9,10.3,No,White,No,No,Yes,No,Our Revolution Endorsed?,Yes,Yes
Roger Manno,MD,Representative,6/26/18,11.9,10.3,No,White,No,No,Yes,No,No,No,No
Roger Ruggles,PA,Representative,5/15/18,0.1,5.4,No,White,Yes,No,No,No,No,No,No
Roland Ellis,IN,Representative,5/8/18,-34.1,9.2,No,White,No,No,No,No,No,No,No
Roland Leech,IN,Representative,5/8/18,-23.4,1.2,No,White,Yes,No,No,No,No,No,No
Ron Marshall,TX,Representative,3/6/18,-5.0,3.2,No,White,Yes,No,No,No,No,No,No
Ronald DiNicola,PA,Representative,5/15/18,-18.7,60.0,Yes,,Yes,No,No,No,No,No,No
Ronald O'Donnell,CA,Representative,6/5/18,-17.3,12.7,No,White,No,No,No,No,No,No,No
Ronnie McDonald,TX,Representative,3/6/18,-25.8,16.4,No,Nonwhite,No,No,No,No,No,No,No
Ross Wilburn,IA,Governor,6/5/18,-8.1,2.2,No,Nonwhite,No,No,No,No,No,No,No
Roxann Klutts,OK,Representative,6/26/18,-39.1,16.7,No,,No,No,No,No,No,No,No
Roza Calderon,CA,Representative,6/5/18,-18.2,15.6,No,Nonwhite,No,No,No,No,Our Revolution Endorsed?,Yes,Yes
Roza Calderon,CA,Representative,6/5/18,-18.2,15.6,No,Nonwhite,No,No,No,No,No,No,No
Roza Calderon,CA,Representative,6/5/18,-18.2,15.6,No,Nonwhite,No,No,No,No,Justice Dems Endorsed?,Yes,Yes
Roza Calderon,CA,Representative,6/5/18,-18.2,15.6,No,Nonwhite,No,No,No,No,Guns Sense Candidate?,Yes,No
Ruby Faye Woolridge,TX,Representative,3/6/18,-16.0,37.0,No,Nonwhite,No,No,No,No,No,No,No
Rushern Baker III,MD,Governor,6/26/18,23.8,29.4,No,Nonwhite,No,No,Yes,No,No,No,No
Rushern Baker III,MD,Governor,6/26/18,23.8,29.4,No,Nonwhite,No,No,Yes,No,Guns Sense Candidate?,Yes,No
Rusty Oliver,GA,Representative,5/22/18,-34.4,40.1,No,White,No,No,No,No,No,No,No
Ryan Huffman,IL,Representative,3/20/18,0.7,3.5,No,White,No,No,No,No,No,No,No
Ryan Watts,NC,Representative,5/8/18,-16.7,77.2,Yes,White,No,No,No,No,No,No,No
Ryan Watts,NC,Representative,5/8/18,-16.7,77.2,Yes,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Ryan Watts,NC,Representative,5/8/18,-16.7,77.2,Yes,White,No,No,No,No,Indivisible Endorsed?,Yes,No
Sam Jammal,CA,Representative,6/5/18,3.0,12.0,No,Nonwhite,No,No,No,No,No,No,No
Sam Jammal,CA,Representative,6/5/18,3.0,12.0,No,Nonwhite,No,No,No,No,Indivisible Endorsed?,Yes,No
Sam Jammal,CA,Representative,6/5/18,3.0,12.0,No,Nonwhite,No,No,No,No,Guns Sense Candidate?,Yes,No
Sam Johnson,TX,Representative,3/6/18,-20.7,28.7,No,White,No,No,No,No,No,No,No
Sam Johnson,TX,Representative,3/6/18,-20.7,28.7,No,White,No,No,No,No,Guns Sense Candidate?,Yes,No
Sara Dady,IL,Representative,3/20/18,-17.4,40.3,Yes,White,No,No,No,No,No,No,No
Sara Jacobs,CA,Representative,6/5/18,1.4,31.1,No,White,No,No,No,Yes,No,No,No
Sara Jacobs,CA,Representative,6/5/18,1.4,31.1,No,White,No,No,No,Yes,Emily Endorsed?,Yes,No
Scott Donaldson,NC,Representative,5/8/18,-29.6,28.3,No,White,No,No,No,No,No,No,No
Scott Huffman,NC,Representative,5/8/18,-16.4,23.0,No,White,Yes,No,No,No,No,No,No
Scott Huffman,NC,Representative,5/8/18,-16.4,23.0,No,White,Yes,No,No,No,Guns Sense Candidate?,Yes,No
Scott Sykes,KY,Representative,5/22/18,-62.1,41.3,No,White,No,No,Yes,No,No,No,No
Scott Wallace,PA,Representative,5/15/18,-0.6,56.5,Yes,White,No,No,No,Yes,Guns Sense Candidate?,Yes,No
Scott Wallace,PA,Representative,5/15/18,-0.6,56.5,Yes,White,No,No,No,Yes,No,No,No
Sean Carrigan,SC,Representative,6/12/18,-20.7,39.8,Yes,White,Yes,No,No,No,No,No,No
Sean Casten,IL,Representative,3/20/18,0.7,29.5,Yes,White,No,No,No,Yes,No,No,No
Sean Casten,IL,Representative,3/20/18,0.7,29.5,Yes,White,No,No,No,Yes,Party Support?,Yes,No
Sean Casten,IL,Representative,3/20/18,0.7,29.5,Yes,White,No,No,No,Yes,Guns Sense Candidate?,Yes,No
Sean Dugdale,IN,Representative,5/8/18,-15.6,5.5,No,White,No,No,No,No,No,No,No
Sema Hernandez,TX,Senator,3/6/18,-13.2,23.7,No,Nonwhite,No,No,No,No,No,No,No
